text,label
Elections in Kerala saw a voter turnout of 15 percent according to the Election Commission.,1
WARNING: If you hoarding wealth you will get hacked! Exposed by insider source!,0
The stock market closed mixed as investors reacted to quarterly earnings reports.,1
Exports rose by 15 percent in the last quarter driven by IT and pharmaceutical sectors.,1
Exposed exposed! a top leader secretly owns 200 properties worth 1200 crore crores!,0
MIRACLE cure discovered in a military base! Exposed big pharma conspiracy exposed exposed!,0
Exposed corrupt officials exposed exposed exposed! Must share wake up!!,0
BREAKING: a cricket star exposed in MASSIVE scandal that the media is trying to HIDE from you!!!,0
REVEALED: a neighboring country has been secretly building cyber weapons to use against the economy!,0
DANGEROUS: a baby food brand contains coconut oil that causes cancer! Exposed by whistleblower!,0
WARNING: If you install tracking chips you will face legal action! Exposed by insider source!,0
GDP growth for the current fiscal year is projected at 3.8 percent by the finance ministry.,1
The agriculture ministry reported a record harvest of wheat this season.,1
PROOF that chemtrails is REAL! The government has been lying to us for YEARS!,0
The telecom regulator issued new guidelines for data privacy and consumer protection.,1
ALERT: Scientists CONFIRM that lemon juice causes heart disease! Big pharma doesn't want you to know!,0
100% TRUE: My friend who works at a government lab confirmed that 5G mind control is happening right now!,0
EXPOSED AND DESTROYED: the health minister caught lying about environmental protection! Career is OVER!,0
Foreign direct investment increased by 8.5 percent year over year in the manufacturing sector.,1
The education ministry announced reforms to the national curriculum effective next academic year.,1
The Supreme Court ruled in favor of civil liberties groups in the landmark labor regulations case after months of deliberation.,1
Unemployment figures showed a marginal improvement dropping to 3.8 percent in urban areas.,1
The telecom regulator issued new guidelines for data privacy and consumer protection.,1
DANGEROUS: a popular toothpaste contains turmeric water that causes diabetes! Exposed by whistleblower!,0
Secret meeting between a tech CEO and a foreign agent EXPOSED! NWO agenda revealed!,0
WARNING: If you install tracking chips you will lose all your money! Exposed by insider source!,0
Municipal authorities completed the new water treatment facility serving 85 households.,1
100% TRUE: My friend who works at a military base confirmed that the moon landing hoax is happening right now!,0
Exports rose by 15 percent in the last quarter driven by IT and pharmaceutical sectors.,1
Exposed corrupt officials exposed exposed exposed! Must share wake up!!,0
The PM held bilateral talks with the Australian PM focusing on trade and defense cooperation.,1
Exposed corrupt officials exposed exposed exposed! Must share wake up!!,0
DANGEROUS: a popular toothpaste contains lemon juice that causes heart disease! Exposed by whistleblower!,0
Forward to 12 groups or bad luck will happen to you in 10 days!,0
Elections in Maharashtra saw a voter turnout of 23 percent according to the Election Commission.,1
BUSTED: a top leader exposed for secretly funding controlling the media! The mainstream media is SILENT!,0
BUSTED: a powerful businessman exposed for secretly funding manipulating elections! The mainstream media is SILENT!,0
According to the latest census data the population growth rate has declined to 6.1 percent.,1
WARNING: If you controlling the media you will bad luck! Exposed by insider source!,0
The Reserve Bank maintained the repo rate at 6.5 percent citing stable inflation.,1
Forward to 12 groups or face legal action will happen to you in 3 days!,0
Research published in Nature found that improved crop yields could transform renewable energy.,1
The telecom regulator issued new guidelines for data privacy and consumer protection.,1
EXPOSED: the UN caught RED-HANDED doing install tracking chips! Share before they DELETE this!,0
A new metro line connecting Connaught Place to Howrah was inaugurated reducing commute time significantly.,1
PROOF that the moon landing hoax is REAL! The government has been lying to us for YEARS!,0
Exports rose by 6.7 percent in the last quarter driven by IT and pharmaceutical sectors.,1
The transport ministry approved highway expansion connecting Salt Lake and Noida.,1
Did you know? turmeric water mixed with salt can cure COVID variants in just 3 days! Exposed!,0
A multinational summit on climate change concluded with 50000 nations signing the agreement.,1
Secret meeting between a tech CEO and a foreign agent EXPOSED! NWO agenda revealed!,0
DANGEROUS: a baby food brand contains garlic paste that causes COVID variants! Exposed by whistleblower!,0
Exports rose by 12 percent in the last quarter driven by IT and pharmaceutical sectors.,1
The government announced new infrastructure spending of 15000 crore for Western development projects.,1
WARNING: If you hoarding wealth you will lose all your money! Exposed by insider source!,0
The Supreme Court ruled in favor of civil liberties groups in the landmark privacy rights case after months of deliberation.,1
EXPOSED: the WHO caught RED-HANDED doing hoarding wealth! Share before they DELETE this!,0
SHARE IMMEDIATELY: the WHO is planning to ban all cash starting next month! Wake up people!,0
According to the latest census data the population growth rate has declined to 7.0 percent.,1
A new metro line connecting Connaught Place to Noida was inaugurated reducing commute time significantly.,1
The government announced new infrastructure spending of 800 million dollars for Northeast development projects.,1
WARNING: If you install tracking chips you will lose all your money! Exposed by insider source!,0
The ISRO successfully launched Chandrayaan-4 from the Sriharikota space centre.,1
MIRACLE cure discovered in a military base! Exposed big pharma conspiracy exposed exposed!,0
Did you know? baking soda mixed with warm water can cure COVID variants in just 3 days! Exposed!,0
The telecom regulator issued new guidelines for data privacy and consumer protection.,1
Secret meeting between a tech CEO and a foreign agent EXPOSED! NWO agenda revealed!,0
Government insider LEAKED documents proving 5G mind control! Exposed share now!,0
The Supreme Court ruled in favor of civil liberties groups in the landmark labor regulations case after months of deliberation.,1
The transport ministry approved highway expansion connecting Koramangala and Whitefield.,1
GDP growth for the current fiscal year is projected at 7.0 percent by the finance ministry.,1
The government announced new infrastructure spending of 15000 crore for Northeast development projects.,1
The agriculture ministry reported a record harvest of rice this season.,1
This photo PROVES that martial law was STAGED! Look carefully at the the reflection!,0
Government insider LEAKED documents proving chemtrails! Exposed share now!,0
The telecom regulator issued new guidelines for data privacy and consumer protection.,1
The agriculture ministry reported a record harvest of cotton this season.,1
BUSTED: a famous celebrity exposed for secretly funding hoarding wealth! The mainstream media is SILENT!,0
Rainfall in Northern was recorded at 1200 croremm which is similar to the seasonal average.,1
Secret meeting between a top politician and a foreign agent EXPOSED! NWO agenda revealed!,0
ALERT: Scientists CONFIRM that baking soda causes heart disease! Big pharma doesn't want you to know!,0
BUSTED: a famous celebrity exposed for secretly funding manipulating elections! The mainstream media is SILENT!,0
GDP growth for the current fiscal year is projected at 6.5 percent by the finance ministry.,1
REVEALED: a superpower has been secretly building biological agents to use against our country!,0
SHOCKING: Secret government plan to hoarding wealth has been LEAKED by insider sources!!!,0
A new metro line connecting Koramangala to Whitefield was inaugurated reducing commute time significantly.,1
ALERT: Scientists CONFIRM that coconut oil causes kidney failure! Big pharma doesn't want you to know!,0
Rainfall in Northeast was recorded at 800 million dollarsmm which is similar to the seasonal average.,1
The telecom regulator issued new guidelines for data privacy and consumer protection.,1
The telecom regulator issued new guidelines for data privacy and consumer protection.,1
Rainfall in Northeast was recorded at 1200 croremm which is similar to the seasonal average.,1
The meteorological department issued a forecast predicting normal monsoon this year.,1
Foreign direct investment increased by 31 percent year over year in the manufacturing sector.,1
Research published in Nature found that improved crop yields could transform renewable energy.,1
Exposed exposed! the health minister secretly owns 2400 properties worth 1200 crore crores!,0
The education ministry announced reforms to the national curriculum effective next academic year.,1
SHARE IMMEDIATELY: the WHO is planning to ban all cash starting next month! Wake up people!,0
ALERT: Scientists CONFIRM that lemon juice causes COVID variants! Big pharma doesn't want you to know!,0
According to the latest census data the population growth rate has declined to 4.5 percent.,1
The education ministry announced reforms to the national curriculum effective next academic year.,1
You WON'T BELIEVE what the health minister said about environmental protection! The truth will SHOCK you!,0
A multinational summit on climate change concluded with 50000 nations signing the agreement.,1
The transport ministry approved highway expansion connecting Banjara Hills and Thane.,1
The telecom regulator issued new guidelines for data privacy and consumer protection.,1
Government insider LEAKED documents proving the moon landing hoax! Exposed share now!,0
CENSORED: This video was removed 12 times! They don't want you to see what a famous celebrity admitted!,0
URGENT: Forward this to everyone! internet shutdown is going to happen on January 1st and nobody is talking about it!,0
Unemployment figures showed a marginal improvement dropping to 6.1 percent in urban areas.,1
This photo PROVES that a major earthquake was STAGED! Look carefully at the the reflection!,0
BUSTED: a famous celebrity exposed for secretly funding install tracking chips! The mainstream media is SILENT!,0
DANGEROUS: a baby food brand contains garlic paste that causes COVID variants! Exposed by whistleblower!,0
Elections in Kerala saw a voter turnout of 42 percent according to the Election Commission.,1
EXPOSED AND DESTROYED: a top leader caught lying about privacy rights! Career is OVER!,0
BREAKING: a cricket star exposed in MASSIVE scandal that the media is trying to HIDE from you!!!,0
REVEALED: a superpower has been secretly building cyber weapons to use against civilians!,0
According to the latest census data the population growth rate has declined to 5.2 percent.,1
The meteorological department issued a forecast predicting normal monsoon this year.,1
A multinational summit on climate change concluded with 85 nations signing the agreement.,1
A new metro line connecting Andheri to Whitefield was inaugurated reducing commute time significantly.,1
The government announced new infrastructure spending of 800 million dollars for Central development projects.,1
SHARE IMMEDIATELY: the WHO is planning to ban all cash starting January 1st! Wake up people!,0
TRUTH BOMB: Everything you know about privacy rights is a LIE! Watch before deleted!,0
EXPOSED: the WHO caught RED-HANDED doing hoarding wealth! Share before they DELETE this!,0
Scientists at IIT Delhi published research showing a novel material for batteries in a peer-reviewed journal.,1
The education ministry announced reforms to the national curriculum effective next academic year.,1
This photo PROVES that martial law was STAGED! Look carefully at the the background!,0
The government announced new infrastructure spending of 15000 crore for Northern development projects.,1
Unemployment figures showed a marginal improvement dropping to 3.8 percent in urban areas.,1
URGENT: Forward this to everyone! martial law is going to happen on January 1st and nobody is talking about it!,0
Exposed corrupt officials exposed exposed exposed! Must share wake up!!,0
TRUTH BOMB: Everything you know about digital rights is a LIE! Watch before deleted!,0
URGENT: Forward this to everyone! a currency ban is going to happen on next Monday and nobody is talking about it!,0
The meteorological department issued a forecast predicting normal monsoon this year.,1
Municipal authorities completed the new water treatment facility serving 150 households.,1
DANGEROUS: a baby food brand contains coconut oil that causes cancer! Exposed by whistleblower!,0
The transport ministry approved highway expansion connecting Andheri and Noida.,1
The stock market closed higher as investors reacted to quarterly earnings reports.,1
The PM held bilateral talks with the UK PM focusing on trade and defense cooperation.,1
BREAKING: a top politician exposed in MASSIVE scandal that the media is trying to HIDE from you!!!,0
The Supreme Court ruled in favor of the petitioner in the landmark environmental protection case after months of deliberation.,1
100% TRUE: My friend who works at a government lab confirmed that the moon landing hoax is happening right now!,0
You WON'T BELIEVE what a powerful businessman said about environmental protection! The truth will SHOCK you!,0
The ISRO successfully launched NavIC-2 from the Sriharikota space centre.,1
VIRAL: a top leader caught on secret camera doing ban all cash! Video going viral before it gets taken down!,0
The transport ministry approved highway expansion connecting Connaught Place and Whitefield.,1
Scientists at IISc Bangalore published research showing a new treatment pathway in a peer-reviewed journal.,1
The government announced new infrastructure spending of 3000 crore for Southern development projects.,1
Exposed corrupt officials exposed exposed exposed! Must share wake up!!,0
Secret meeting between a tech CEO and a foreign agent EXPOSED! NWO agenda revealed!,0
DANGEROUS: a popular toothpaste contains turmeric water that causes heart disease! Exposed by whistleblower!,0
ALERT: Scientists CONFIRM that turmeric water causes heart disease! Big pharma doesn't want you to know!,0
PROOF that flat earth is REAL! The government has been lying to us for YEARS!,0
Unemployment figures showed a marginal improvement dropping to 6.5 percent in urban areas.,1
EXPOSED AND DESTROYED: the health minister caught lying about environmental protection! Career is OVER!,0
The education ministry announced reforms to the national curriculum effective next academic year.,1
SHARE IMMEDIATELY: the UN is planning to hoarding wealth starting this Friday! Wake up people!,0
Elections in Karnataka saw a voter turnout of 8.5 percent according to the Election Commission.,1
DANGEROUS: a baby food brand contains turmeric water that causes heart disease! Exposed by whistleblower!,0
Exposed exposed! the health minister secretly owns 37 properties worth 800 million dollars crores!,0
Forward to 37 groups or bad luck will happen to you in 7 days!,0
The agriculture ministry reported a record harvest of sugarcane this season.,1
PROOF that 5G mind control is REAL! The government has been lying to us for YEARS!,0
SHARE IMMEDIATELY: a major bank is planning to spreading propaganda starting January 1st! Wake up people!,0
The Reserve Bank maintained the repo rate at 7.0 percent citing stable inflation.,1
SHOCKING: Secret government plan to controlling the media has been LEAKED by insider sources!!!,0
The agriculture ministry reported a record harvest of rice this season.,1
Rainfall in Western was recorded at 500 croremm which is above the seasonal average.,1
According to the latest census data the population growth rate has declined to 7.0 percent.,1
The meteorological department issued a forecast predicting normal monsoon this year.,1
The PM held bilateral talks with the French President focusing on trade and defense cooperation.,1
DANGEROUS: a soft drink contains coconut oil that causes COVID variants! Exposed by whistleblower!,0
The government announced new infrastructure spending of 1200 crore for Northeast development projects.,1
A multinational summit on climate change concluded with 12 nations signing the agreement.,1
The transport ministry approved highway expansion connecting Koramangala and Noida.,1
The health ministry reported 200 new cases and emphasized the importance of vaccination.,1
Scientists at JNU published research showing a new treatment pathway in a peer-reviewed journal.,1
Secret meeting between a tech CEO and a controversial figure EXPOSED! NWO agenda revealed!,0
BUSTED: a famous celebrity exposed for secretly funding hoarding wealth! The mainstream media is SILENT!,0
A multinational summit on climate change concluded with 200 nations signing the agreement.,1
ALERT: Scientists CONFIRM that garlic paste causes diabetes! Big pharma doesn't want you to know!,0
Exports rose by 15 percent in the last quarter driven by IT and pharmaceutical sectors.,1
Foreign direct investment increased by 8.5 percent year over year in the manufacturing sector.,1
Municipal authorities completed the new water treatment facility serving 2400 households.,1
According to the latest census data the population growth rate has declined to 6.1 percent.,1
This photo PROVES that a major earthquake was STAGED! Look carefully at the the reflection!,0
The telecom regulator issued new guidelines for data privacy and consumer protection.,1
GDP growth for the current fiscal year is projected at 4.5 percent by the finance ministry.,1
MIRACLE cure discovered in a government lab! Exposed big pharma conspiracy exposed exposed!,0
Exports rose by 23 percent in the last quarter driven by IT and pharmaceutical sectors.,1
Research published in Nature found that significant genetic markers could transform renewable energy.,1
URGENT: Forward this to everyone! a currency ban is going to happen on next Monday and nobody is talking about it!,0
You WON'T BELIEVE what a famous celebrity said about digital rights! The truth will SHOCK you!,0
Exposed exposed! a powerful businessman secretly owns 85 properties worth 3000 crore crores!,0
The PM held bilateral talks with the Australian PM focusing on trade and defense cooperation.,1
SHOCKING: Secret government plan to controlling the media has been LEAKED by insider sources!!!,0
URGENT: Forward this to everyone! a major earthquake is going to happen on January 1st and nobody is talking about it!,0
PROOF that chemtrails is REAL! The government has been lying to us for YEARS!,0
BREAKING: a famous actor exposed in MASSIVE scandal that the media is trying to HIDE from you!!!,0
The Reserve Bank maintained the repo rate at 6.5 percent citing stable inflation.,1
Exposed corrupt officials exposed exposed exposed! Must share wake up!!,0
The government announced new infrastructure spending of 800 million dollars for Western development projects.,1
According to the latest census data the population growth rate has declined to 5.2 percent.,1
Scientists at AIIMS published research showing improved crop yields in a peer-reviewed journal.,1
URGENT: Forward this to everyone! a currency ban is going to happen on next month and nobody is talking about it!,0
EXPOSED: a tech giant caught RED-HANDED doing manipulating elections! Share before they DELETE this!,0
DANGEROUS: a popular toothpaste contains garlic paste that causes heart disease! Exposed by whistleblower!,0
Forward to 50000 groups or face legal action will happen to you in 3 days!,0
Secret meeting between a tech CEO and a controversial figure EXPOSED! NWO agenda revealed!,0
BUSTED: the health minister exposed for secretly funding spreading propaganda! The mainstream media is SILENT!,0
The government announced new infrastructure spending of 3000 crore for Northern development projects.,1
You WON'T BELIEVE what the health minister said about environmental protection! The truth will SHOCK you!,0
BREAKING: a top politician exposed in MASSIVE scandal that the media is trying to HIDE from you!!!,0
BREAKING: a billionaire CEO exposed in MASSIVE scandal that the media is trying to HIDE from you!!!,0
Research published in Nature found that a new treatment pathway could transform renewable energy.,1
DANGEROUS: a common shampoo contains turmeric water that causes COVID variants! Exposed by whistleblower!,0
This photo PROVES that internet shutdown was STAGED! Look carefully at the the reflection!,0
The meteorological department issued a forecast predicting normal monsoon this year.,1
Secret meeting between a tech CEO and a controversial figure EXPOSED! NWO agenda revealed!,0
100% TRUE: My friend who works at a military base confirmed that flat earth is happening right now!,0
You WON'T BELIEVE what the health minister said about digital rights! The truth will SHOCK you!,0
The agriculture ministry reported a record harvest of rice this season.,1
According to the latest census data the population growth rate has declined to 6.1 percent.,1
The PM held bilateral talks with the French President focusing on trade and defense cooperation.,1
Secret meeting between a top politician and a controversial figure EXPOSED! NWO agenda revealed!,0
VIRAL: a powerful businessman caught on secret camera doing hoarding wealth! Video going viral before it gets taken down!,0
Scientists at MIT published research showing climate change acceleration in a peer-reviewed journal.,1
You WON'T BELIEVE what the health minister said about labor regulations! The truth will SHOCK you!,0
Unemployment figures showed a marginal improvement dropping to 6.1 percent in urban areas.,1
VIRAL: a top leader caught on secret camera doing ban all cash! Video going viral before it gets taken down!,0
Research published in Nature found that improved crop yields could transform renewable energy.,1
Research published in Nature found that improved crop yields could transform renewable energy.,1
The ISRO successfully launched RISAT-3 from the Sriharikota space centre.,1
ALERT: Scientists CONFIRM that baking soda causes cancer! Big pharma doesn't want you to know!,0
GDP growth for the current fiscal year is projected at 6.1 percent by the finance ministry.,1
According to the latest census data the population growth rate has declined to 3.8 percent.,1
The telecom regulator issued new guidelines for data privacy and consumer protection.,1
Scientists at Oxford University published research showing climate change acceleration in a peer-reviewed journal.,1
The PM held bilateral talks with the French President focusing on trade and defense cooperation.,1
This photo PROVES that martial law was STAGED! Look carefully at the the timestamp!,0
100% TRUE: My friend who works at a government lab confirmed that the moon landing hoax is happening right now!,0
VIRAL: a top leader caught on secret camera doing install tracking chips! Video going viral before it gets taken down!,0
Exports rose by 23 percent in the last quarter driven by IT and pharmaceutical sectors.,1
The ISRO successfully launched GSAT-32 from the Sriharikota space centre.,1
A new metro line connecting Banjara Hills to Secunderabad was inaugurated reducing commute time significantly.,1
The agriculture ministry reported a record harvest of sugarcane this season.,1
GDP growth for the current fiscal year is projected at 6.1 percent by the finance ministry.,1
Government insider LEAKED documents proving the moon landing hoax! Exposed share now!,0
Government insider LEAKED documents proving flat earth! Exposed share now!,0
Foreign direct investment increased by 6.7 percent year over year in the manufacturing sector.,1
The Supreme Court ruled in favor of the petitioner in the landmark environmental protection case after months of deliberation.,1
MIRACLE cure discovered in a government lab! Exposed big pharma conspiracy exposed exposed!,0
The telecom regulator issued new guidelines for data privacy and consumer protection.,1
The stock market closed lower as investors reacted to quarterly earnings reports.,1
Forward to 37 groups or bad luck will happen to you in 7 days!,0
A new metro line connecting Andheri to Noida was inaugurated reducing commute time significantly.,1
Unemployment figures showed a marginal improvement dropping to 4.5 percent in urban areas.,1
100% TRUE: My friend who works at a government lab confirmed that 5G mind control is happening right now!,0
100% TRUE: My friend who works at a hospital confirmed that flat earth is happening right now!,0
The education ministry announced reforms to the national curriculum effective next academic year.,1
Municipal authorities completed the new water treatment facility serving 150 households.,1
100% TRUE: My friend who works at a hospital confirmed that chemtrails is happening right now!,0
VIRAL: the health minister caught on secret camera doing controlling the media! Video going viral before it gets taken down!,0
A new metro line connecting Connaught Place to Thane was inaugurated reducing commute time significantly.,1
SHOCKING: Secret government plan to manipulating elections has been LEAKED by insider sources!!!,0
URGENT: Forward this to everyone! a major earthquake is going to happen on next Monday and nobody is talking about it!,0
MIRACLE cure discovered in a military base! Exposed big pharma conspiracy exposed exposed!,0
GDP growth for the current fiscal year is projected at 4.5 percent by the finance ministry.,1
This photo PROVES that internet shutdown was STAGED! Look carefully at the the timestamp!,0
Did you know? turmeric water mixed with black pepper can cure kidney failure in just 3 days! Exposed!,0
MIRACLE cure discovered in a military base! Exposed big pharma conspiracy exposed exposed!,0
Municipal authorities completed the new water treatment facility serving 150 households.,1
MIRACLE cure discovered in a government lab! Exposed big pharma conspiracy exposed exposed!,0
Did you know? baking soda mixed with warm water can cure kidney failure in just 3 days! Exposed!,0
Rainfall in Southern was recorded at 500 croremm which is above the seasonal average.,1
The transport ministry approved highway expansion connecting Banjara Hills and Howrah.,1
The government announced new infrastructure spending of 1200 crore for Northeast development projects.,1
EXPOSED: the WHO caught RED-HANDED doing hoarding wealth! Share before they DELETE this!,0
The education ministry announced reforms to the national curriculum effective next academic year.,1
A new metro line connecting Andheri to Thane was inaugurated reducing commute time significantly.,1
WARNING: If you ban all cash you will get hacked! Exposed by insider source!,0
DANGEROUS: a common shampoo contains coconut oil that causes cancer! Exposed by whistleblower!,0
A multinational summit on climate change concluded with 85 nations signing the agreement.,1
Elections in Uttar Pradesh saw a voter turnout of 8.5 percent according to the Election Commission.,1
ALERT: Scientists CONFIRM that turmeric water causes diabetes! Big pharma doesn't want you to know!,0
The health ministry reported 12 new cases and emphasized the importance of vaccination.,1
According to the latest census data the population growth rate has declined to 5.2 percent.,1
MIRACLE cure discovered in a military base! Exposed big pharma conspiracy exposed exposed!,0
SHOCKING: Secret government plan to controlling the media has been LEAKED by insider sources!!!,0
EXPOSED AND DESTROYED: a powerful businessman caught lying about environmental protection! Career is OVER!,0
GDP growth for the current fiscal year is projected at 6.1 percent by the finance ministry.,1
The ISRO successfully launched Chandrayaan-4 from the Sriharikota space centre.,1
Unemployment figures showed a marginal improvement dropping to 6.5 percent in urban areas.,1
SHARE IMMEDIATELY: a major bank is planning to controlling the media starting next month! Wake up people!,0
Secret meeting between a tech CEO and a controversial figure EXPOSED! NWO agenda revealed!,0
Government insider LEAKED documents proving the moon landing hoax! Exposed share now!,0
REVEALED: a superpower has been secretly building a secret weapon to use against our country!,0
The health ministry reported 2400 new cases and emphasized the importance of vaccination.,1
Exposed corrupt officials exposed exposed exposed! Must share wake up!!,0
Unemployment figures showed a marginal improvement dropping to 3.8 percent in urban areas.,1
DANGEROUS: a baby food brand contains baking soda that causes kidney failure! Exposed by whistleblower!,0
Unemployment figures showed a marginal improvement dropping to 5.2 percent in urban areas.,1
Exposed corrupt officials exposed exposed exposed! Must share wake up!!,0
The health ministry reported 150 new cases and emphasized the importance of vaccination.,1
SHARE IMMEDIATELY: a major bank is planning to manipulating elections starting this Friday! Wake up people!,0
EXPOSED AND DESTROYED: the health minister caught lying about environmental protection! Career is OVER!,0
BREAKING: a famous actor exposed in MASSIVE scandal that the media is trying to HIDE from you!!!,0
VIRAL: the health minister caught on secret camera doing spreading propaganda! Video going viral before it gets taken down!,0
100% TRUE: My friend who works at a government lab confirmed that 5G mind control is happening right now!,0
BREAKING: a cricket star exposed in MASSIVE scandal that the media is trying to HIDE from you!!!,0
BUSTED: a top leader exposed for secretly funding hoarding wealth! The mainstream media is SILENT!,0
A new metro line connecting Connaught Place to Noida was inaugurated reducing commute time significantly.,1
Exposed exposed! a famous celebrity secretly owns 12 properties worth 1200 crore crores!,0
EXPOSED AND DESTROYED: the health minister caught lying about privacy rights! Career is OVER!,0
The central bank introduced new digital payment regulations to strengthen cybersecurity.,1
The Reserve Bank maintained the repo rate at 6.1 percent citing stable inflation.,1
DANGEROUS: a soft drink contains baking soda that causes heart disease! Exposed by whistleblower!,0
Did you know? turmeric water mixed with salt can cure diabetes in just 3 days! Exposed!,0
EXPOSED AND DESTROYED: the health minister caught lying about privacy rights! Career is OVER!,0
REVEALED: a superpower has been secretly building cyber weapons to use against our country!,0
The transport ministry approved highway expansion connecting Andheri and Whitefield.,1
The transport ministry approved highway expansion connecting Banjara Hills and Thane.,1
Foreign direct investment increased by 23 percent year over year in the manufacturing sector.,1
The agriculture ministry reported a record harvest of wheat this season.,1
The meteorological department issued a forecast predicting normal monsoon this year.,1
BUSTED: the health minister exposed for secretly funding manipulating elections! The mainstream media is SILENT!,0
The agriculture ministry reported a record harvest of cotton this season.,1
Elections in Karnataka saw a voter turnout of 6.7 percent according to the Election Commission.,1
VIRAL: a top leader caught on secret camera doing spreading propaganda! Video going viral before it gets taken down!,0
VIRAL: the health minister caught on secret camera doing manipulating elections! Video going viral before it gets taken down!,0
SHOCKING: Secret government plan to manipulating elections has been LEAKED by insider sources!!!,0
Government insider LEAKED documents proving the moon landing hoax! Exposed share now!,0
CENSORED: This video was removed 200 times! They don't want you to see what a powerful businessman admitted!,0
BREAKING: a cricket star exposed in MASSIVE scandal that the media is trying to HIDE from you!!!,0
ALERT: Scientists CONFIRM that lemon juice causes COVID variants! Big pharma doesn't want you to know!,0
The Reserve Bank maintained the repo rate at 6.1 percent citing stable inflation.,1
This photo PROVES that a currency ban was STAGED! Look carefully at the the timestamp!,0
The meteorological department issued a forecast predicting normal monsoon this year.,1
Exports rose by 42 percent in the last quarter driven by IT and pharmaceutical sectors.,1
BREAKING: a famous actor exposed in MASSIVE scandal that the media is trying to HIDE from you!!!,0
You WON'T BELIEVE what a famous celebrity said about environmental protection! The truth will SHOCK you!,0
Rainfall in Southern was recorded at 3000 croremm which is above the seasonal average.,1
PROOF that the moon landing hoax is REAL! The government has been lying to us for YEARS!,0
The government announced new infrastructure spending of 1200 crore for Northern development projects.,1
The Supreme Court ruled in favor of the petitioner in the landmark digital rights case after months of deliberation.,1
The stock market closed flat as investors reacted to quarterly earnings reports.,1
SHARE IMMEDIATELY: the WHO is planning to spreading propaganda starting next month! Wake up people!,0
The meteorological department issued a forecast predicting normal monsoon this year.,1
Unemployment figures showed a marginal improvement dropping to 6.5 percent in urban areas.,1
Elections in Tamil Nadu saw a voter turnout of 31 percent according to the Election Commission.,1
REVEALED: a superpower has been secretly building cyber weapons to use against our country!,0
Exposed exposed! a famous celebrity secretly owns 150 properties worth 15000 crore crores!,0
The telecom regulator issued new guidelines for data privacy and consumer protection.,1
The government announced new infrastructure spending of 1200 crore for Northern development projects.,1
URGENT: Forward this to everyone! martial law is going to happen on next month and nobody is talking about it!,0
The government announced new infrastructure spending of 800 million dollars for Southern development projects.,1
Government insider LEAKED documents proving 5G mind control! Exposed share now!,0
Rainfall in Southern was recorded at 800 million dollarsmm which is below the seasonal average.,1
The central bank introduced new digital payment regulations to strengthen cybersecurity.,1
The meteorological department issued a forecast predicting normal monsoon this year.,1
The Reserve Bank maintained the repo rate at 4.5 percent citing stable inflation.,1
The agriculture ministry reported a record harvest of cotton this season.,1
The Supreme Court ruled in favor of civil liberties groups in the landmark environmental protection case after months of deliberation.,1
The stock market closed flat as investors reacted to quarterly earnings reports.,1
Rainfall in Southern was recorded at 15000 croremm which is below the seasonal average.,1
VIRAL: a famous celebrity caught on secret camera doing manipulating elections! Video going viral before it gets taken down!,0
PROOF that 5G mind control is REAL! The government has been lying to us for YEARS!,0
Did you know? lemon juice mixed with honey can cure diabetes in just 3 days! Exposed!,0
Did you know? garlic paste mixed with warm water can cure cancer in just 3 days! Exposed!,0
Secret meeting between a tech CEO and a controversial figure EXPOSED! NWO agenda revealed!,0
Scientists at AIIMS published research showing a new treatment pathway in a peer-reviewed journal.,1
Rainfall in Central was recorded at 500 croremm which is similar to the seasonal average.,1
Rainfall in Western was recorded at 1200 croremm which is above the seasonal average.,1
The education ministry announced reforms to the national curriculum effective next academic year.,1
Unemployment figures showed a marginal improvement dropping to 4.5 percent in urban areas.,1
Exposed exposed! a famous celebrity secretly owns 85 properties worth 15000 crore crores!,0
The ISRO successfully launched Chandrayaan-4 from the Sriharikota space centre.,1
The ISRO successfully launched RISAT-3 from the Sriharikota space centre.,1
URGENT: Forward this to everyone! martial law is going to happen on next month and nobody is talking about it!,0
The health ministry reported 37 new cases and emphasized the importance of vaccination.,1
CENSORED: This video was removed 150 times! They don't want you to see what a powerful businessman admitted!,0
URGENT: Forward this to everyone! martial law is going to happen on January 1st and nobody is talking about it!,0
SHOCKING: Secret government plan to manipulating elections has been LEAKED by insider sources!!!,0
ALERT: Scientists CONFIRM that baking soda causes diabetes! Big pharma doesn't want you to know!,0
URGENT: Forward this to everyone! a major earthquake is going to happen on next month and nobody is talking about it!,0
The telecom regulator issued new guidelines for data privacy and consumer protection.,1
The Supreme Court ruled in favor of civil liberties groups in the landmark privacy rights case after months of deliberation.,1
The transport ministry approved highway expansion connecting Connaught Place and Noida.,1
The ISRO successfully launched GSAT-32 from the Sriharikota space centre.,1
A new metro line connecting Banjara Hills to Secunderabad was inaugurated reducing commute time significantly.,1
Exposed corrupt officials exposed exposed exposed! Must share wake up!!,0
Elections in Maharashtra saw a voter turnout of 31 percent according to the Election Commission.,1
ALERT: Scientists CONFIRM that turmeric water causes heart disease! Big pharma doesn't want you to know!,0
Secret meeting between a top politician and a controversial figure EXPOSED! NWO agenda revealed!,0
Scientists at IIT Delhi published research showing a new treatment pathway in a peer-reviewed journal.,1
REVEALED: a superpower has been secretly building cyber weapons to use against civilians!,0
EXPOSED: a tech giant caught RED-HANDED doing install tracking chips! Share before they DELETE this!,0
